Unnamed: 0,state,action,pos
,OXOXX O  ,7,0.375
,X OOXXO  ,1,0.375
,  OO XXXO,1,2.25
,OOXXO   X,5,3.0
,X X OOOX ,1,0.375
, OX  O X ,4,1.875
,X OXX O O,7,3.0
, O O X  X,2,0.75
,    XOOX ,1,0.28125
,X O  X  O,1,0.28125
,XOO XO X ,3,0.75
,OX  X   O,6,0.0
, XOOOX  X,6,1.0
, X  OXOOX,3,0.0
,X O  OOXX,1,0.0
,  OOX  X ,1,2.0625
, X  OXXOO,2,0.375
, X O X  O,2,0.0
,  O  X XO,4,1.59375
,OOX     X,6,0.75
,XO XX OO ,8,3.0
, OOXO  XX,5,0.75
,   OXOXOX,0,0.375
,OXO   XXO,5,3.0
,XX   O  O,3,0.5625
, X XOOO X,2,1.0
,    XOX O,7,1.3125
, XOOX    ,5,0.0
, XOOO XX ,8,9.0
,  OOOXX X,0,1.5
,  XXXO OO,6,4.0
,XXO OO X ,6,2.0
,X OOX    ,7,0.28125
,X XOXO  O,6,0.375
,XX OXO  O,2,3.0
, O X  OX ,2,0.75
,   XOOOXX,2,1.0
,  OXXO OX,0,1.125
, O OXX   ,8,1.40625
, O OXX XO,0,0.75
,O OXOX X ,6,3.0
, XXO O   ,0,1.5
,OXXO O X ,4,1.0
,X O   X O,7,1.3125
,OX XX O O,7,4.0
, XX O OOX,0,1.5
,OXO XO  X,3,1.875
, OO XOX X,3,0.0
,OOXO XX  ,8,0.0
,OX OOX  X,7,0.375
,X O  OOXX,4,46.0
,O X  XO  ,3,1.0
,X O X   O,6,1.78125
,O  OX   X,1,2.25
,  OOXX XO,0,0.0
,O O X  X ,3,0.75
,O OX  X  ,4,2.71875
, OOOXXX  ,0,3.0
,   O XOX ,2,0.84375
,O XXO OX ,8,1.0
,OXOO  XX ,8,3.0
, OXXXO O ,0,0.375
,O OXXO  X,6,2.25
,X OO O XX,4,6.0
,X    OXO ,2,0.5625
,   XXOXOO,1,0.0
,X OOXX O ,6,0.0
,O O  X X ,1,3.0
,   XO XO ,8,3.5625
, XO OOXX ,8,3.0
,  O  XOX ,1,2.625
,  OX O X ,0,2.25
, OOX   X ,4,0.5625
,  XXXOO O,7,1.0
,O XXXOO  ,7,1.125
, OO X   X,3,0.5625
,  O  OX X,7,1.96875
,  OO X X ,6,1.125
,  OOX   X,0,2.0625
,   X OO X,0,0.5625
, OX  X O ,3,1.5
, OXO XXO ,4,1.0
,X  O O X ,1,0.28125
,   OX OX ,1,1.03125
,XO OX OX ,5,0.0
,O OX    X,6,0.75
,       OX,2,1.96875
,X O    OX,6,0.0
,XXO   OOX,5,0.0
,OX X   O ,2,1.125
,   OO  XX,1,0.0
, XO  XO  ,3,0.75
,OO X OX X,7,0.75
,  X OX O ,0,0.5625
,OXX OX O ,6,0.75
,  OO  XX ,0,1.875
, X O OOXX,4,2.0
,XXOOOX   ,8,1.125
,O O  XX  ,3,2.8125
,OOXX   OX,5,1.125
,O X   X O,7,0.0
, XO X   O,7,3.375
,XXO X  OO,6,3.0
,O OXXO X ,8,22.0
,X   O XO ,8,1.5
,XX O OOX ,2,0.0
, XXOO  OX,0,0.75
,OO XX X O,7,0.0
,   XOX  O,7,2.0625
,    X OXO,1,0.84375
, O  XOXXO,3,0.0
,OX X   O ,8,1.875
, XOXXO O ,6,0.75
,  XOO X  ,7,1.5
,X O O   X,1,0.0
,  OXXOOX ,1,2.25
,XOXOO X  ,7,1.0
, XO O X  ,3,0.84375
,X OO X OX,6,0.0
,OO XX  XO,6,0.0
,OXOO   XX,6,4.0
, X  O XO ,2,0.0
, OXOXO X ,8,0.0
, O OOXX X,0,0.0
, XXOXOO  ,7,0.75
,  OX O X ,6,3.75
, XXOX OO ,8,1.0
,O XXXOO  ,8,1.875
,    OXOX ,3,1.3125
, X OOXOX ,8,0.75
,XOOXX  O ,8,0.0
,  OX  OX ,5,1.5
,O XOX    ,6,5.0
,X OO X   ,8,0.28125
,  XOX OXO,0,5.0
,XO X O   ,2,0.0
, XOOXXO  ,0,6.0
, XX O O  ,7,0.75
,O O XXX O,3,0.75
, XOXOOX  ,8,2.0
,OOXX X  O,7,0.75
,OOXXXO   ,7,1.5
, XOXOX O ,6,2.0
,    OX XO,3,1.03125
, XOO XXO ,4,0.75
,OX     OX,4,0.5625
, XO  X  O,0,0.0
, O XOXX O,2,0.75
, OOXOX X ,6,2.0
, X    XOO,2,0.28125
,  X XO  O,1,0.84375
,O XOO X X,1,0.0
,X X OOX O,1,0.75
,X   XOOXO,1,0.75
,OXO XX O ,6,2.25
,OO OXX  X,6,2.0
,O O XX XO,3,0.0
,  OO  XX ,1,0.5625
,   XO O X,2,3.0
,OXO X XO ,3,3.75
,X X OO OX,3,3.0
,O  O  X X,5,0.5625
,O  XO  X ,2,0.75
,XXOO X O ,6,1.5
, XOOXXO  ,8,0.0
, XOX OO X,7,0.75
, O OXOXX ,2,0.75
,  OX O  X,6,1.6875
,  OX O  X,0,0.28125
,XOO  O XX,4,2.25
,O   OX  X,7,0.28125
,O   OXXOX,2,2.625
,OX OXX  O,7,0.75
,  OXX   O,1,1.5
, XOOO XX ,5,3.0
, OXOXX  O,0,0.75
, X OOXOX ,2,4.0
,  X X O O,7,2.0
, OXO   X ,8,0.28125
,OO   XX  ,8,0.75
,OO   XXXO,4,5.0
,  X  O OX,4,0.28125
, O  OXXXO,3,0.75
,   O XXO ,8,0.28125
,X OO  X  ,8,1.03125
,XOO   XOX,3,0.75
,X OO X XO,4,1.5
, OXOX OX ,5,0.75
,X O XOOX ,1,0.0
, X XOO   ,6,1.5
, X XOOOX ,2,1.0
,   OO  XX,6,1.5
, OOX X   ,4,0.75
,X OO  XXO,1,0.375
, OOXX OX ,5,0.75
,OO XXO  X,2,2.0
, O XO  X ,2,0.75
, OO X  X ,5,1.3125
,X  X OO  ,2,0.75
,X O XXOO ,1,0.0
,X O OX XO,6,5.0
,XO X  O  ,4,0.75
,XO XO    ,7,3.0
,  X O XO ,8,1.5
,OXO O X X,7,1.875
,OXOX  OX ,8,0.0
,   XOX  O,0,5.0
, OX   X O,0,0.75
,  OO XX  ,4,0.5625
,OXOO X X ,6,1.0
,XOXXO   O,6,0.375
,X OXO  XO,6,2.0
,  OOXXOX ,0,2.0
,OX O    X,5,1.78125
,XO XO    ,2,1.3125
,XO X XOO ,8,1.0
,OXO     X,4,2.625
,    OOXX ,1,0.5625
, O XOOXX ,0,0.0
,OXXOX  O ,6,4.0
,O  XX OOX,1,0.75
,O OXX  OX,5,1.5
,  X   XOO,0,0.75
, XOXO XO ,0,1.125
,O OXXO X ,1,9.0
, X O  XO ,5,1.40625
,  O X X O,5,1.0
,XX O   O ,4,0.0
,XO   X O ,2,0.0
,XOOX X O ,8,0.0
,  X   OOX,0,0.5625
,O X X OOX,5,0.75
,X OOOXX  ,1,0.375
,XXO    O ,8,1.59375
,XX O   O ,2,0.0
,   XO O X,5,1.40625
, X XOOO X,7,3.0
,XX XOOOOX,2,6.0
,XX X OOO ,2,1.5
,   O XX O,2,0.28125
,X OO XX O,1,0.375
,X XOOXO  ,8,0.375
, O X  OX ,5,1.6875
,XX OXO  O,6,0.0
,O X O X  ,3,0.0
,OO XX  OX,5,1.125
,XXO    O ,5,0.0
,XXO XO O ,3,0.0
, X OX  O ,8,0.0
, XXOX  OO,0,0.0
,    OOXX ,2,0.0
,OXO OX  X,3,0.75
,  XO O X ,1,0.28125
,O XO    X,5,0.5625
,X X   OO ,3,0.5625
,X XO XOO ,1,0.75
,OO  X  X ,5,0.0
,OO  XOXX ,3,0.0
,  XO  X O,7,0.5625
,OX OXO  X,6,8.0
,XO   OX  ,8,0.75
,XO   OXXO,2,1.0
,X XO O OX,6,0.0
,X OXX  OO,6,1.0
,X O X   O,3,0.5625
,X OOX X O,1,1.5
,X    XO O,4,0.75
,      OX ,3,2.6953125
, O OOXX X,2,0.0
,   OO XX ,5,2.0
,  OO X  X,1,0.0
, OOOXX  X,7,0.0
,OXOOXX   ,8,0.375
,XO    OX ,8,0.84375
,OOXX  O X,5,0.75
,OO XOXX  ,2,2.0
,O X XX OO,3,0.0
,O  X XOXO,4,3.0
,  XO  X O,0,0.5625
,O  XO  X ,5,0.28125
,O XXOO X ,1,0.375
,XOO O  XX,3,2.25
, OXXOO X ,6,0.375
,   XOX O ,1,1.0
,XO X   O ,8,2.25
,   X X OO,0,0.0
,O  X XXOO,1,0.0
,O XX    O,5,0.75
,OXXX O  O,4,1.0
, O  OX X ,0,0.5625
,XXO X O O,7,1.0
,XX O   O ,6,0.75
,X XOX  OO,6,4.0
,XX    O O,2,0.5625
,XXO   OXO,3,0.75
,OX  X  O ,8,0.28125
, OX X O  ,7,0.0
,XX  O   O,3,0.5625
,O  XOOX X,1,0.75
,O  X O X ,2,0.75
,O   XXO  ,7,0.75
, O XXOO X,0,0.75
, O  X OX ,5,0.28125
,XO  XOOX ,3,0.0
,XOX  O   ,7,0.5625
,XOX  O OX,6,0.0
, O      X,6,2.7421875
, O  X O X,3,0.0
,  O X O X,0,2.0625
,XO X   O ,5,0.0
,XO XXO O ,2,0.0
, X O   OX,4,1.3125
,XX O  O  ,8,0.5625
,XX O  OXO,2,0.75
,OX X    O,5,0.75
,OX X O XO,2,2.0
, O  XO  X,6,0.5625
,X X O   O,5,0.5625
, XXO O   ,6,0.0
,  XO XXOO,4,0.75
, X OXOX O,2,2.0
,O  XXOOX ,1,0.375
,XO   OXXO,3,0.75
,OX XX  OO,6,1.0
,XO  XOXO ,2,0.0
,OXX   O  ,5,0.28125
, XOOX X O,5,3.0
, OOO XXX ,0,1.0
,  X  OX O,4,1.3125
,OXX  O   ,8,1.125
,OXXX O  O,6,0.75
,OO  X X  ,3,1.3125
,X  O O X ,2,0.5625
,     XOOX,0,0.0
,XO   X  O,2,0.28125
, X O O X ,2,1.3125
,OXXOO   X,5,3.0
,XX O  OXO,5,0.0
,XOX   OOX,3,0.0
, XXO    O,4,0.0
, X OO X  ,5,2.0
, OXX O XO,4,0.375
,X O O X  ,5,3.0
,  XXO O  ,8,0.0
,X  O X  O,4,0.5625
,X XOOX  O,7,0.75
,OO  X  X ,3,0.75
,XX O  O  ,7,0.0
,X   X  OO,3,1.3125
,XXOXOO   ,6,2.0
, X OOXXO ,2,1.125
,   O XOX ,4,0.75
, X O  X O,4,0.0
, XXOO X O,7,0.0
,   X OXO ,2,0.28125
, XOX OXO ,4,1.125
,O     OXX,4,0.75
,O   OXOXX,3,1.0
,X XOOX  O,1,1.875
,O    XOX ,8,1.5
, O  OX X ,8,0.5625
, O  OXXXO,2,0.75
, XX OO   ,0,0.5625
,OXX OOX  ,7,0.75
,X  XO O  ,1,0.75
,XO XOXO  ,2,1.0
, XO XXOO ,3,0.75
,O X    XO,5,0.5625
,     XOOX,2,0.75
, OX    XO,3,1.40625
, O O X  X,7,0.5625
, OXO  X  ,7,0.0
, X XOXO O,7,1.0
, X X O  O,4,1.3125
, X XOO XO,6,0.75
,X OO    X,1,0.0
, X O  X O,2,0.75
,XXOO  X O,5,2.0
, X  OXO  ,0,0.75
,OX  OXOX ,8,1.0
,O  XO X  ,7,2.25
,O  XOXXO ,1,3.0
,OXOX X O ,8,2.25
,XOOO X  X,4,0.75
,XX    O O,4,1.5
,OX O    X,2,0.84375
,X O X  O ,3,0.5625
,XOXO     ,5,0.0
,XOXO OX  ,8,0.0
, XXO    O,7,0.0
, XXOX  OO,5,0.0
, X O XO  ,7,0.75
, XXO XOO ,8,1.0
, OX   O X,5,1.6875
, OX  OOXX,3,2.25
,OO  XXX O,7,0.0
, O XXOOX ,0,1.125
,XO  O  X ,6,1.5
,XO  O OXX,2,1.0
, XO   X O,4,0.75
,XO  XO XO,2,1.0
,XX   O O ,6,1.3125
,   XOO  X,2,0.0
,OX  O X  ,5,0.84375
,OX XOOX  ,7,1.125
,O  X  X O,1,0.0
,OO X XX O,7,1.5
,  XXO OOX,1,1.0
,XO OX X O,5,0.75
,O XO  XOX,4,1.5
, O XXO XO,6,0.75
, XX OOOX ,0,0.75
,O OX XO X,1,2.0
, OX   O X,7,0.5625
,X  O  X O,7,0.5625
,   OO X X,1,0.75
,XXO  XO O,7,1.0
,OX   X O ,3,0.28125
,OX O XXO ,2,0.75
,X  XOO   ,7,1.5
,O   X  XO,6,0.0
,O  XX OXO,2,0.0
,XO  X   O,3,0.28125
,XOXOX   O,5,0.0
,OO  XO XX,2,5.0
,   OX  OX,0,0.28125
,XO XOO  X,7,1.0
,X  X O O ,2,0.5625
,O   X  XO,5,0.28125
,O  XXO XO,6,0.375
,XOX XO O ,6,1.5
, XO X OOX,3,1.5
,  OOXX   ,7,0.5625
,  XXO O  ,0,0.0
,   XOO  X,1,4.3125
,   XO  XO,6,0.75
,  OXXOXO ,0,0.75
,X  O  X O,1,0.5625
,XO O XX O,2,0.75
,XX OO    ,8,0.75
, O    XXO,5,1.875
, X O   XO,4,0.5625
, XXOO  XO,6,0.75
, O  X  OX,0,0.0
,OO XX  OX,6,0.0
,OX O   X ,8,0.75
,OX O X XO,4,1.0
,XO XXO O ,6,0.75
,     OXXO,1,1.3125
,  XOOX   ,6,0.0
,X XOOXO  ,7,0.0
,O   O  XX,3,0.0
, XOO  XOX,0,1.5
, OXO X   ,6,0.5625
, OXOXXO  ,7,0.75
, OXOXX  O,7,0.0
,   OOX X ,2,0.75
,X OOOX X ,6,2.0
,OXX OO X ,3,1.0
,  OOXOXX ,1,0.75
,OO     XX,5,0.0
,X X   O O,4,0.0
,X X OXO O,3,0.0
, O XX OOX,0,0.375
,O X  O  X,7,0.5625
,OXX  O OX,6,1.125
, XXO  O  ,7,0.0
,X  X OOXO,1,0.375
,OX  OOX X,7,1.5
,O  X X  O,2,0.75
,XX O    O,7,0.75
,X  XOO   ,2,0.75
,XX  O O  ,3,2.0625
,   XXO  O,1,1.40625
, OO XOX X,7,0.75
,XOOXO   X,5,0.0
,OO  XXOX ,2,2.0
,XOXOX  O ,6,0.0
,OOX OX X ,6,0.0
,  XOX   O,5,0.28125
,  XOXO XO,1,0.75
,  XXOOOX ,1,0.75
,   X  OXO,2,0.75
,   O OXX ,1,0.0
, O OXOXX ,0,0.0
,X OOXX O ,8,1.5
, O  O  XX,3,0.0
,O OOX X X,1,2.0
,XO O  XXO,5,0.75
,  XXOOXO ,1,1.0
,X XX OOO ,1,1.5
, X XOO   ,2,0.5625
, OOXX O X,5,0.75
, O XOX   ,7,2.0
, OXOXO X ,0,0.75
,X   OXO  ,2,4.0
,  XXO XOO,0,1.0
, X  OXO  ,2,2.0
,OX   OX  ,4,0.75
,OX XOOX  ,8,2.0
,  O XO X ,8,2.0
,OO  OXX X,3,0.0
,OX X X OO,4,1.0
, OXX X OO,0,0.75
,OO  XX XO,3,0.75
,X  X O  O,4,0.0
,X XXOO  O,7,0.0
,OX X  O  ,8,1.3125
,OX X  OXO,5,0.75
,  X OX O ,1,0.75
,O XX   O ,6,0.75
,O X XOOX ,1,0.75
,   X X OO,4,1.5
,X  XOX OO,6,1.0
,OX  XO   ,2,0.0
,X O O   X,3,0.75
,XXOOO   X,6,1.0
, XX O O  ,8,0.75
, XXXO O O,0,1.0
,X  OXOXO ,8,0.75
, X   OXO ,2,0.28125
,  OOXX XO,1,0.75
,OO   XXXO,2,1.0
, OX O X  ,3,0.5625
, OXOOXX  ,8,0.75
, OX OX   ,3,0.5625
, OXOOXX  ,0,0.75
,X O X  O ,8,0.0
,X X O O  ,7,1.5
,O   XOX  ,3,0.0
,X XX O OO,6,1.0
,XXOO  XO ,4,1.125
,  O OXX  ,1,0.75
, OOXOXX  ,7,4.0
, O XX O  ,0,2.4375
,O  X  X O,5,0.5625
,O XX OX O,7,0.75
, X O O X ,4,3.0
,OO    X X,5,0.0
, X  O  OX,6,0.28125
,O OXX OX ,1,4.0
,O    X OX,3,0.0
,OX    O X,4,0.75
,XO OX XO ,2,0.75
, XXOOX  O,0,1.0
, O O XX  ,0,0.0
,X  O OX  ,1,0.0
,  XXO O  ,7,0.5625
,OOX O XX ,3,0.0
,OO   X  X,4,0.0
,XO XX O O,5,1.5
,  OX XO  ,4,2.0
,  OOXOXX ,8,1.0
, XX O   O,5,0.5625
,O    XO X,1,0.0
,XO O    X,5,1.5
,OX    XO ,5,1.125
,  XX  OO ,0,1.5
,  O XX  O,7,0.5625
,O  XOXOX ,2,1.0
, OOXO  XX,6,1.0
,X O   XO ,1,0.28125
,X  O OOXX,1,1.5
, OOOXX X ,8,0.375
,X O X  O ,6,0.0
,XO   X  O,3,0.28125
,XO OXX  O,7,1.125
,OX  X O  ,7,2.625
,   O X XO,1,0.28125
, O O XXXO,2,0.75
,XX    OO ,5,0.0
,XOO O X X,7,2.0
,XXOOO X  ,7,1.125
,   OXO X ,8,0.28125
,  O  XX O,3,0.84375
,   XOXXOO,0,1.0
,O X   X O,5,1.5
,XO  XOOX ,8,1.875
,XO XOXO  ,8,2.25
,  XOX OXO,1,2.25
, O  X O X,2,0.75
, OOXX O X,7,0.0
, O XXO   ,0,0.5625
,OO XXO X ,8,1.875
,XX  OO   ,8,0.75
,X O O X  ,3,2.25
,O OXOX X ,8,5.0
, OOOX X X,7,0.0
, OXXOOX  ,8,0.0
,O  OX  X ,2,0.75
,X X  O O ,6,0.5625
,XXO OO  X,7,0.75
, XX OO OX,3,2.0
, X O XOOX,2,1.5
,  XXOX OO,6,2.0
, XO   X O,5,6.0
,X   O OX ,8,1.125
, X X  OO ,8,2.0
,X  OO   X,1,0.75
,XO OO X X,7,4.0
,   O OXX ,0,0.0
, XOOXOX  ,7,0.375
,O XXXO  O,7,0.75
,O OX X XO,1,1.0
,O X O X  ,5,0.5625
,O XXOOX  ,7,0.75
,  XOX  O ,0,0.0
,O XOXX O ,1,0.0
, XO  OX  ,8,2.0
,X O OOX X,7,0.75
,XOXO  XO ,4,1.0
,OXX X  OO,3,0.0
,   XOX O ,2,0.75
,X OXOX O ,1,2.0
, XXO  OOX,5,0.0
,O   XOX  ,8,0.5625
,  X XO  O,7,0.75
,XOO XXO  ,3,0.75
,    O OXX,5,2.0625
,OO XX O X,5,1.5
, OXO XX O,7,0.75
,   OXO X ,2,0.0
,OXXOXO   ,6,2.0
,O  OXOXX ,1,0.0
, XOX   O ,6,1.3125
,XO  O  X ,8,0.5625
, XX   O O,0,1.3125
,OXXX  O O,5,0.75
,OX   X O ,2,1.40625
,OXOX X O ,4,2.25
,O XXOO  X,7,0.375
, OX  OXXO,4,0.75
,XOX  X OO,6,5.0
,O O X   X,3,0.0
,X   XO O ,1,0.0
,   X XO O,2,0.0
,   XXOO  ,0,0.5625
,   X OX O,2,2.0
,X OX    O,4,0.0
,XOX  XO O,4,2.25
,OO X    X,4,1.78125
,OO XO X X,2,2.0
,O X  XO  ,1,0.0
,OOX  XOX ,4,0.0
,  XXOOX O,7,0.75
,OXX     O,3,0.5625
,OXXO X  O,7,0.75
,O  XX XOO,2,0.0
,X XO  O  ,4,0.0
,X XOO OX ,8,0.0
,OX   X  O,4,4.0
,OXOO X  X,4,1.5
,  XXOX OO,1,1.0
, X O   OX,5,0.0
,XOO XO X ,6,0.0
, X    XOO,0,0.5625
,O X  O X ,3,0.5625
,OXXO O X ,8,0.75
,O  OXX XO,6,1.0
,O    XXO ,8,1.125
,OOX X    ,7,0.0
,XO   X O ,6,0.0
,X X OXOO ,1,1.0
,O XO   X ,4,0.75
,OXXOO  X ,8,1.0
,XOOX O  X,4,0.0
,XO O   X ,8,0.5625
,XOXO   XO,6,0.75
,XO XO  XO,2,1.5
,  XX O O ,8,0.5625
,  X  OO X,0,0.5625
,XX  O   O,5,0.5625
,X OO  XXO,5,1.0
,OX  OOXX ,2,0.0
,XO O XX O,7,0.375
,X OOX XO ,8,0.375
,XO OX    ,2,1.125
,OXO OXX  ,7,1.875
, O  XO X ,8,0.5625
,OO X  XOX,2,1.0
,X X O XOO,3,0.0
,X XXOO O ,1,2.0
,X  OXO   ,6,0.0
,O   XX O ,2,0.75
,O X X  O ,8,0.5625
,O XXX  OO,5,0.75
, XX    OO,0,0.75
,  O  XX O,1,0.0
,XOO  XX O,4,0.0
, X    OXO,2,0.75
, XOOXXO  ,7,0.75
,OX  XOX O,3,0.0
,OX X  XOO,4,1.0
,   XOOX  ,8,0.75
,  XXOOX O,0,2.0
, XOO X   ,4,1.03125
,  XOOX   ,0,0.5625
, X  O  XO,3,0.5625
,XX OO  XO,6,0.75
,  XOO  X ,6,0.75
, OO   X X,5,0.0
,OX    OX ,8,0.75
,OXX   OXO,3,1.0
, XO O XOX,5,1.5
,  XO  X O,4,0.5625
,  XOO XXO,1,0.75
,O XO X   ,8,0.0
, XOXXOO  ,0,0.375
,XO O  X  ,2,0.28125
,X OOXO X ,6,0.0
, OX X O  ,3,0.28125
, OX  XO  ,3,0.84375
,XO O   X ,2,0.0
,XOOO  XX ,4,0.375
, XOO XOX ,8,0.75
, OX  XOXO,4,0.75
, O X OOXX,0,1.5
, OX  X  O,7,0.5625
, OX XX OO,0,0.0
, X  X  OO,3,0.75
,  X  OOX ,0,0.28125
,X   OXOXO,1,1.125
,O X  XOXO,3,1.0
,    XXOO ,3,1.3125
,X  OXXOO ,8,1.0
,OX   OXOX,2,0.375
, O XO  X ,0,2.0625
,OO XO  XX,2,1.0
,O OO X XX,1,1.0
,  XO OX  ,0,1.5
,OXXO OX  ,4,1.0
,OX XOXO  ,2,1.0
,O  X OXXO,1,0.75
,  X  OO X,1,0.5625
,X OOOX  X,1,1.5
,OX O  XXO,4,1.0
, O  XO X ,0,1.03125
, OXX OXO ,4,1.0
, O XOX   ,2,0.75
, OOXOX  X,0,1.0
, X O OX  ,8,0.75
,XO  O XXO,5,0.0
,X X    OO,3,0.0
, O XO  X ,6,1.03125
,  X O X O,0,1.0
,XOO XX O ,8,4.125
, X  XOXOO,0,0.75
,O    X XO,2,0.0
,XO OXXO  ,8,0.375
,OXOX X O ,6,0.75
, O   X OX,6,0.0
, O  XXOOX,3,0.0
,OO  X X  ,7,0.0
,OO  XXXO ,3,0.0
,  X O  XO,3,0.75
, XXOO  XO,5,2.0
, O  XXOXO,3,0.375
,  XO  OX ,8,2.0625
,     OXOX,2,0.28125
,  OX OXOX,1,0.0
,XOXO O X ,6,0.375
,    XXO O,1,1.59375
,XO  XXO O,3,1.5
,XX   O  O,7,0.0
,XX X O OO,4,0.0
,XOOOX X  ,8,1.125
,X XO    O,6,0.0
,  X  O OX,6,0.5625
,OO OXX X ,6,1.0
, X OO XOX,2,1.5
,  OO  X X,0,0.5625
,O OOX X X,7,0.75
,XXOO X  O,6,0.75
, X O XOOX,4,0.75
,XX  OOXO ,2,0.0
,X OX  O  ,5,2.25
,XXOX OO  ,8,1.0
,OXOX O  X,6,1.125
,   XX OO ,1,0.0
, OXXX OO ,0,0.0
, X  XOO  ,8,0.0
,  OOXX XO,6,0.375
,   OX  XO,6,0.75
, XXO OOX ,0,2.0
,    XXOO ,2,0.75
,X O XXOO ,8,3.0
, XO  OXOX,4,0.375
,O  OOXX X,7,0.375
,O  X OXOX,2,0.75
,O XXOO X ,6,0.375
,X O O XOX,3,1.5
,  OOX XXO,1,2.25
,OO X  OXX,4,0.375
, XOX  OXO,0,0.0
,    XOO X,0,0.5625
,X  XOO   ,6,0.28125
,X XXOOO  ,8,0.375
,    OXO X,0,0.75
,O   OXOXX,2,1.0
, XXOO XO ,8,1.5
, XXXO OO ,8,1.0
,O   XOOXX,3,2.0
,  OX   OX,1,1.3125
, OOX X OX,4,1.0
, XO X  O ,5,2.0625
, XOXXO O ,8,1.0
,X OXOO  X,6,1.0
,XO  OX   ,8,0.75
,XO XOX  O,7,1.0
,O XO    X,6,6.0
,O    X OX,2,0.5625
,O O XX OX,3,1.5
,XOXX  OO ,5,1.5
,X  OO XXO,5,2.0
,   XOX O ,0,0.75
, OXXO O X,7,1.0
,  X O  XO,5,1.5
,O   XX  O,1,0.0
,  OO  X X,7,0.5625
, O OX  X ,5,0.5625
, O  X XO ,2,0.5625
, O OX  X ,8,0.5625
,  OOX OXX,5,0.0
,X  OOX XO,2,0.375
, XXOO    ,6,0.0
, XXOOXO  ,7,0.0
,  XOO   X,0,0.75
,  X O X O,3,0.0
,X    O   ,3,4.125
,XX O O   ,4,2.0
,OXX O O X,5,0.75
,  X O  XO,0,1.0
,OO  OXX X,7,2.0
, OX X OXO,0,0.375
,O O  X  X,1,2.0
,OXOO  X X,5,0.0
,X O  OXOX,3,0.75
,X  OX  O ,2,0.0
, OOX  XXO,5,1.0
,  OXO X  ,1,1.5
, X  OOX  ,7,0.5625
,OX X O   ,4,0.5625
, OOOX XX ,5,0.0
, X   OO X,3,0.75
, OXX O XO,0,0.375
, X OOX   ,2,0.5625
,O X X   O,1,1.125
, XX  O  O,0,0.0
,OXX  OX O,3,0.0
,OO OXXX  ,2,1.0
,X  X  OO ,4,0.5625
,X  XO OOX,5,1.5
,  XO  XO ,5,0.0
,OXOO XX  ,8,0.75
,  XO OOXX,0,1.0
,O X X OXO,1,0.375
,X  OOXO X,1,0.75
, X OO X  ,8,0.5625
, X   OXO ,3,0.5625
,XX O OXO ,8,1.5
,  XX O O ,1,0.0
,O X XXO O,1,0.75
,X    X OO,6,1.0
,O X  O X ,6,2.625
,O  O  XX ,2,0.75
,O O  XXOX,1,1.0
, XOOO X X,5,2.0
,XX O O   ,8,0.75
,XX O OX O,2,1.0
,XO OX    ,8,0.28125
, OXO  X  ,5,0.0
,O OXOXX  ,8,2.0
,O XO    X,1,0.0
,OOXO  X X,5,0.0
,OX  XXOO ,8,1.0
,O  X OX  ,1,0.5625
,OO X OXX ,4,1.5
, OOX X OX,6,0.0
,OX  XO OX,2,0.75
,XOOXX   O,6,0.0
,OX X O   ,8,0.5625
,OX X OX O,7,0.75
, O OX  X ,6,0.5625
, O OX OXX,2,0.75
,XO  XXOO ,3,0.0
, XOX  O  ,4,4.0
,OXOX X  O,4,2.0
,  XX   OO,5,0.75
,X  OX  O ,5,0.0
,  XXO  O ,1,2.0
,XX  O  O ,2,0.5625
,XXOXO  O ,8,0.75
,   XX O O,7,1.0
,OOXO X X ,4,0.75
, OXX   O ,5,0.0
,   X OO X,1,1.125
,OOX X O X,3,1.0
,  OOXX   ,1,0.75
, X O XOXO,4,0.75
, XOXOO X ,6,4.0
, OOX X   ,6,0.0
,  X OX  O,1,0.28125
,XOX OX  O,3,0.375
, X O OX  ,7,0.75
, X O OXOX,4,1.0
,XXO  X OO,3,0.375
,O OX    X,4,0.84375
,OXOXO   X,5,1.875
, OOX  XOX,4,2.0
, X  O X O,2,0.5625
, XO OXX O,3,1.5
,XOOX  O X,7,0.0
,OXXX  O O,7,1.0
, X O  OX ,2,0.0
,O  O   XX,1,0.75
,OO O X XX,6,1.0
,OXOO X X ,4,1.5
,OO  X   X,2,1.0
,   X  OXO,1,0.0
, O X XOXO,0,0.0
,OX  XO   ,7,0.28125
,OX  XO OX,3,0.375
,OO X XO X,2,2.0
,  XX OOOX,4,0.75
, O  OXOXX,0,0.75
,  XOX O  ,8,0.75
,XX   OO  ,2,0.0
,OOX  OX X,3,0.0
,X  XOXOO ,1,1.0
, XXO  XOO,4,0.75
, X  XO O ,0,0.28125
,X    OX O,3,0.75
,X XO OX O,7,0.0
, XOX  O  ,7,0.5625
, XOX XOO ,0,1.5
, O    XXO,4,0.5625
, OX O XXO,3,0.75
,XO OX    ,7,0.0
,XOXOX  O ,8,1.5
,  X  OXO ,3,0.75
,X XO OXO ,4,2.0
, X  XO O ,2,0.75
, OXX    O,6,0.75
, O X   XO,2,0.5625
,XO OO  XX,5,2.0
, X  XOO  ,2,0.0
, XOXX  OO,6,2.0
,     OXXO,4,0.0
,  XXOXO O,1,0.75
, O X  OX ,8,0.5625
,XX XOOO  ,2,1.0
,    XO OX,0,1.125
