Unnamed: 0,state,action,pos
, XOXO    ,5,0.28125
, XOXOO  X,0,2.625
,OXOXOOX X,7,21.5
,X  O     ,4,3.2578125
,X  OO X  ,1,1.96875
,XO OO XX ,8,0.375
,XO OOXXXO,2,5.0
,  X    O ,3,2.109375
,  XO  XO ,4,2.0625
,X XOO XO ,8,0.0
, O   X   ,4,4.546875
, O  OX X ,6,1.875
, O  OXOXX,2,1.0
, XX OO   ,3,4.0
,  X O    ,8,4.8984375
, XX O   O,6,1.5
, X  O OX ,0,0.75
,OX XO OX ,8,1.0
,O OOXX X ,6,3.0
,O     X  ,2,72.3046875
,O O   X X,4,3.09375
,OXO O X X,3,0.0
,   XO XO ,2,0.28125
, XOXO XO ,8,3.75
,     XO  ,4,16.1015625
,    OXOX ,2,4.0
, O   X XO,0,1.3125
,OO X X XO,6,2.25
,    X  O ,0,4.5
,O  XX  O ,5,1.40625
,O XXXO O ,6,0.375
,O XXXOOOX,1,6.5
,  XOX  O ,6,1.875
, XXOX OO ,5,4.5
, XXOXOOOX,0,17.0
,  O X    ,0,11.9765625
,O O X   X,6,4.5
,O OXX O X,1,6.0
,X     O  ,5,3.09375
,X X  OO  ,7,0.75
,X X XOOO ,8,2.0
, OX   XO ,0,1.5
,OOX   XOX,4,3.0
, X O O  X,4,80.0
,   XOXO  ,1,1.875
, OXXOXO  ,0,0.75
,O      X ,5,4.21875
,   O X OX,4,0.28125
, O XXOX O,0,1.5
,XO X O   ,7,2.25
,XOXX O O ,8,0.75
, XO  O  X,0,2.53125
,OXO  OX X,7,3.0
,OXOX OXOX,4,67.0
,    XXO O,0,0.75
,OX  XXO O,2,0.0
,   XO O X,1,1.3125
,XO XO O X,5,4.5
,XO XOOOXX,2,13.0
,X   O    ,7,1.3125
,X X O  O ,1,4.0
,XO       ,6,3.65625
,XO   XO  ,2,1.125
,XOOX XO  ,7,0.75
,    X  O ,2,7.875
,  O X  OX,5,1.6875
,  O XOXOX,0,2.625
,     X  O,7,4.5234375
,    XX OO,6,2.0
,  X X  OO,6,3.0
,    XO   ,8,5.015625
,    XOX O,0,0.75
,O   XOXXO,3,0.0
,  O  X   ,3,10.40625
,X OO X   ,7,4.78125
,X OOXX O ,1,1.125
,   O    X,4,5.5546875
,   OO X X,0,0.75
,O XOO X X,5,4.0
,O      X ,1,1.96875
,OO    XX ,5,0.0
,X OOX    ,8,7.21875
,XXOOX   O,5,9.0
,XO  OX   ,6,2.8125
,XO XOXO  ,7,1.0
,    XO XO,2,7.0
,  O X OX ,5,13.3125
, OX O X  ,0,1.3125
,OOX OXX  ,7,3.0
,O    X   ,4,4.359375
,O  XOX   ,8,1.0
, X    OXO,0,1.5
,OXX   OXO,4,2.0
,      O X,2,12.515625
,X O   O X,3,0.75
, O X O X ,4,0.84375
, OXXOO X ,8,0.375
, O X  XO ,8,0.0
, O XX XOO,0,0.0
, O X     ,7,13.125
, O X   OX,5,1.5
,XO X O OX,2,0.0
,  O  OX X,1,34.875
, OOX OX X,7,4.5
,O X O  X ,5,1.5
, OOX  X  ,0,8.0
,   O  X  ,4,0.2109375
,   OO XX ,1,0.0
,O O X  X ,8,2.25
,O O X XXO,5,10.0
, OO   X X,0,5.0
,      XO ,0,9.5625
,O   X XO ,1,0.75
,OO  XXXO ,8,0.0
,O X    OX,5,1.6875
,OXX  O OX,3,0.75
,OXXOXO OX,6,14.0
, O  X    ,6,1.96875
, O  X OX ,3,0.5625
,XO OX OX ,2,0.375
,XOOOXXOX ,8,15.5
,  X O    ,1,4.125
,OOX O X X,5,0.75
,X O      ,7,6.9609375
,X OX   O ,5,0.5625
,XXOX O O ,4,0.0
, OOXX    ,0,17.0
,     OXOX,3,2.0625
,X  O OXOX,1,0.0
,   X   O ,5,1.6875
,   XXO O ,0,1.40625
,O  XXOXO ,2,4.5
,OXOXXOXO ,8,19.0
, X O  O X,2,2.0625
,XXOO  O X,5,0.75
,XXOO OOXX,4,15.0
,  O  X XO,6,1.96875
,  O XXOXO,3,0.75
, X      O,7,5.8828125
,XX     OO,5,3.75
,XX   OXOO,2,7.0
, O   O XX,6,1.6875
, O  XOOXX,0,0.75
,OOX XOOXX,3,12.0
,  XX  O O,4,2.8125
,  XXO OXO,0,2.0
,   X  O  ,5,14.2734375
,X  X OO  ,1,1.6875
,XO XXOOXO,2,13.0
,  XO     ,1,0.6328125
, OXO  X  ,8,2.25
, OO X   X,7,0.75
, OO XX OX,6,0.0
,   XO    ,0,4.359375
,O  XOX   ,2,2.0625
,O OXOX  X,6,13.0
,O    X   ,1,2.109375
,OO X XX O,2,4.0
,X    O   ,6,1.1953125
,X    OOX ,2,3.75
,X O XOOX ,3,0.0
,XO X  O  ,7,3.0
,XOXX  OO ,8,2.0
,  OOXX OX,0,5.25
,O OOXXXOX,1,17.0
,X     O  ,1,3.3046875
,XO   XO  ,7,3.75
,XOX  XOO ,8,1.0
,X     O  ,7,2.296875
,X     OOX,5,0.5625
,X  X OOOX,2,0.0
,   O   X ,1,4.5
, O O X X ,6,0.84375
, O OXXOX ,8,0.75
,XO OXXOXO,2,10.0
,X   OXO  ,3,0.84375
,X  OX  O ,1,0.28125
,XO OX XO ,8,1.5
, X   O OX,6,0.0
,XX   OOOX,2,0.75
,  X OX O ,8,2.0625
,  X OXXOO,3,0.75
,O X  O  X,4,0.5625
,O XXOO  X,1,1.125
,  O    X ,5,91.265625
,  O  O XX,4,1.3125
,X   OX  O,2,0.0
,X O OXX O,1,0.75
, X O  O X,4,0.75
, X OO OXX,0,5.0
,    O  X ,3,6.046875
,  XOO  X ,5,4.0
,      O X,5,3.234375
,     OOXX,0,0.0
,O   XOOXX,2,0.0
,X OX O   ,6,2.25
,X OX OO X,4,2.0
,X     OXO,1,0.5625
,XO  X OXO,3,3.75
,  O OX  X,1,1.5
, OO OXX X,3,1.5
, XO X O  ,0,0.0
,  O X  OX,3,9.0
,OX   O  X,6,3.28125
,OX X OO X,7,0.75
,OXXX OOOX,4,7.5
,   O  X  ,1,2.4609375
, O O  XX ,4,0.75
,OX       ,4,14.296875
,OX  O X  ,7,6.28125
,OX  OXXO ,8,6.0
,     XOOX,3,0.5625
,XO O X XO,6,0.75
,  X     O,4,3.046875
,  X O X O,1,1.5
, OX OXX O,7,4.0
, X OXOO X,0,4.0
,  O  X   ,0,22.78125
,OXO  X   ,4,3.75
,OXO OX  X,6,7.0
,X  O O  X,4,18.0
,  X   O  ,1,2.6015625
,XOX   O  ,4,0.75
,XOX OXO  ,7,4.0
, O  X    ,8,0.84375
, O  XX  O,3,1.125
,XO OXX  O,2,3.0
,XOOOXX XO,6,11.5
, X O     ,6,3.65625
,XX O  O  ,2,0.5625
,XXOO  OX ,8,3.0
,XXOO XOXO,4,16.0
,O    X OX,4,0.5625
,OX  OX OX,6,0.75
,  XOOX XO,0,4.0
,   XO OX ,2,3.0
, X O   OX,6,0.5625
,XX O  OOX,2,0.75
,XXOO XOOX,4,9.0
,X  OOX   ,8,0.84375
,XX OOX  O,2,1.875
, OXO XOX ,4,0.375
, X  OO  X,7,3.09375
, X  OOXOX,3,13.0
,  O OXX  ,7,4.21875
,X O OXXO ,1,4.0
, XO      ,5,14.25
, XO  O X ,6,9.75
,XXO  OOX ,4,11.0
,OO X   X ,6,2.625
,OO X  OXX,2,2.0
,      X O,7,3.65625
,     XXOO,2,1.125
, XO  XXOO,0,5.25
,OXOX XXOO,4,21.0
, O X  X O,5,1.125
,  O  O XX,6,53.4375
,  OX OOXX,4,3.0
,  O  X XO,3,11.8125
, XOO X XO,4,15.0
, XOOOXXXO,0,48.0
,OO X   X ,2,8.0
, O X   XO,5,0.28125
,XO X O XO,4,0.0
,   O X OX,6,1.6875
,X  O XOOX,2,0.75
,   X OO X,2,2.25
,  OX OOXX,1,12.0
, OOXXOOXX,0,29.0
,  O  OXX ,4,0.75
,X O OOXX ,1,0.0
, OXO   X ,0,1.3125
,OOXOX  X ,6,5.0
, X  O    ,2,4.4765625
, XOXO    ,6,5.0
,   XO X O,1,0.5625
, OXXO X O,5,0.75
, OXXOOXXO,0,7.0
,OX OX    ,8,0.28125
,OX OX X O,2,1.5
,   O   X ,2,2.0390625
, XOO   X ,8,1.6875
,XXOO   XO,6,0.75
,X O      ,8,17.859375
,XXO     O,4,3.0
,XXO O  XO,6,4.0
,XO     XO,6,6.1875
,XO   XOXO,4,4.5
,XO XOXOXO,2,13.0
,      XO ,4,14.6953125
,    O XOX,3,4.03125
,X  OO XOX,2,3.75
,X OOOXXOX,1,13.0
,X   X O O,7,12.0
, X O     ,7,0.2109375
, XXO   O ,8,1.5
,    X  O ,6,2.15625
,    X OOX,0,4.03125
,O  XX OOX,2,0.375
,OXOXX OOX,5,10.0
,    O X  ,1,12.84375
, O  O XX ,3,2.0625
,X X O  O ,8,0.75
,X X OX OO,1,5.0
, O OX X  ,2,6.65625
, OOOXXX  ,8,6.0
,O  X     ,8,3.75
,O  XX   O,1,1.78125
,OO XX  XO,2,11.0
,  XX OO  ,7,2.15625
, XXX OOO ,4,0.0
,    X   O,6,9.2578125
,   XX O O,0,0.0
,     O X ,2,4.453125
,  OX O X ,4,5.4375
,  OXOOXX ,1,0.0
,    X O  ,3,12.46875
,   OX O X,5,0.0
,    XXOO ,1,1.5
,O   X O X,5,3.375
,OX  XOO X,3,4.0
,O  X  OX ,4,2.25
,OX XO OX ,2,3.0
,O    XO X,3,1.0
,  O OXXXO,0,81.0
,    O   X,1,2.8125
, O XO   X,6,3.0
, OXXO O X,5,0.75
, O   OXX ,2,0.75
, OXX O   ,7,0.84375
,XOXX O O ,6,1.5
,X    X OO,4,4.5
,X   OXXOO,1,8.0
,O     X  ,8,13.59375
,O   X X O,3,0.84375
,O  OX XXO,5,0.0
, O XO   X,5,0.75
,XXO  O   ,6,1.5
,X       O,1,2.8125
,XO X    O,7,0.75
,XO XX  OO,5,0.75
,X  X  O O,4,1.3125
,X XXO O O,5,0.375
,X XXOOOXO,1,3.0
,  OXX O  ,0,0.75
, O X X  O,6,1.3125
, O X XOXO,4,2.25
, OXXOXOXO,0,6.0
,X     O  ,3,2.3203125
,XXOO XO  ,4,1.0
,XO O  X  ,5,1.125
,XO O OXX ,8,1.5
,XO OXOXXO,2,9.0
,X   OX O ,6,1.5
,   O XOX ,1,0.28125
,XO O XOX ,2,1.125
,O O  X  X,7,1.5
,O OX X OX,1,5.0
,   X   O ,0,4.359375
,O  X   OX,4,0.5625
,OX XO  OX,2,0.75
,O  OX   X,2,2.25
,O OOX  XX,6,6.0
,X OO    X,7,0.5625
,XXOO   OX,6,0.75
,    X O  ,0,60.9609375
,O  XXOO X,2,3.0
,   X OO X,4,0.5625
,   XOOOXX,0,1.125
,O XXOOOXX,1,3.0
, XO XO   ,3,0.0
, XOOXOX  ,0,0.0
,  O  X   ,6,87.046875
,  O  XO X,4,24.0
,X OOX    ,5,1.3125
,  O  XOX ,0,3.5625
,OXO  XOX ,3,11.0
,  O XO  X,0,10.78125
,O O XOX X,7,12.0
, O X XO  ,4,2.8125
, O XOXO X,0,0.0
,   O XO X,4,0.0
, X OOXO X,7,0.0
,  O OX  X,0,2.8125
, XO      ,4,22.1953125
,X OO  XXO,4,2.25
,XXOOO XXO,5,34.0
, XO   XO ,5,7.6875
, XO XOXO ,0,1.875
, OX O   X,0,0.5625
,   X  O  ,8,5.4140625
, X X  O O,5,2.0625
, X X OOXO,2,3.0
,     O  X,6,8.5078125
,  OXXOO X,0,4.5
,O X XO   ,3,1.875
,OXXOXO   ,7,1.5
,  XOOXX O,0,1.0
,  X  O OX,0,0.28125
,O XX O OX,6,1.5
,  X    O ,1,12.5859375
, OX    OX,6,0.75
,XOX   OOX,4,1.0
,XX   O O ,3,0.0
,XX O O OX,6,0.0
,  OX XOXO,1,1.5
, OXX   O ,4,3.0
, O  X OX ,0,1.5
,OO  XXOX ,3,5.0
,  OX     ,5,12.9140625
,OXOXOOXX ,8,39.0
,   XO    ,1,12.7734375
, O XOX   ,6,3.9375
, O XOXOX ,2,1.0
,O  X X  O,6,1.3125
,O OOXX  X,1,9.0
, OX    OX,0,0.0
,XX  O  O ,8,0.5625
,XX  O XOO,3,0.75
,XX OOXXOO,2,10.5
,X      O ,4,1.7578125
,X   O XO ,5,0.75
,X X OOXO ,8,0.0
,   X    O,7,1.828125
, X X   OO,5,1.3125
, XXX O OO,0,3.75
,OXXXXO OO,6,11.0
, OOX OX X,4,0.0
,O OX  OXX,4,3.0
,X O  X  O,6,2.53125
,X O XXO O,7,5.0
,O  X     ,4,4.59375
,O  XO   X,6,1.5
,O XXO O X,7,0.0
,  X OO  X,3,4.0
, XXOX  OO,6,2.0
,      XO ,5,6.46875
,    XOXO ,1,0.5625
, X O X O ,0,0.5625
,OXXO X O ,8,0.75
,OXXOXX OO,6,2.0
,     O X ,3,3.5625
,   O O XX,4,11.5
,   OOOXXX,2,4.0
,OX   O  X,3,1.125
,OX OXO  X,7,5.625
,X X OO   ,6,1.5
, XXOO OX ,5,4.0
,  X XOO  ,3,1.3125
,  XOXOO X,0,2.0
,X  X  OO ,2,0.75
,XXOX  OO ,8,4.0
,   O    X,5,7.1484375
,   O O XX,2,0.0
,OOX   X  ,8,0.0
,X O  X  O,4,1.40625
,X O OX XO,3,26.625
,    OX   ,1,4.03125
, O  OX  X,3,0.0
, X   O   ,8,3.984375
, X  XO  O,3,0.5625
, X    O  ,4,5.484375
, X  O OX ,2,1.0
,X  OX   O,2,6.375
,XXOOX   O,7,1.5
,XXOOXX OO,6,16.0
, O XOXO X,2,3.0
,XO  X O  ,8,4.875
,    XOOX ,2,0.5625
,  O XOOXX,1,3.75
,X O  OX  ,8,21.0
,X O X O  ,7,1.3125
,O    OX X,7,1.96875
,OX   OXOX,4,1.125
,     OX  ,7,1.7578125
,   X OXO ,1,2.25
, XO    OX,6,0.5625
, XO X OOX,0,0.375
,O   X XO ,8,0.5625
,O   XXXOO,3,0.0
,   OX X O,2,0.84375
, XOOX X O,0,0.375
,OXOOXXX O,7,15.5
,  O XX O ,8,0.28125
,X O XX OO,1,0.75
,X   XO  O,1,3.65625
,XOX XO  O,6,5.25
,XOX XOOXO,3,10.5
,      OX ,2,3.1171875
,   X XO O,1,3.1875
,XO X XO O,7,5.0
,  OO X  X,6,4.3125
,X OO XO X,7,1.5
, O   X   ,7,1.40625
,XO   X O ,3,2.4375
,XO O XXO ,2,1.875
,      XO ,3,9.3515625
,   O  XOX,0,0.28125
,O  O XXOX,4,0.75
,XO OXX O ,2,0.0
,X OX O   ,8,9.0
,XO    O X,5,0.5625
,XOX  OO X,7,0.75
,XOXX OOOX,4,9.0
, X  OO  X,0,1.03125
,OX XOO  X,7,0.75
,O O  X X ,6,8.8125
,O X      ,7,2.671875
,O X X  O ,6,0.75
,O X XXOO ,3,7.0
,   X   O ,8,0.984375
,   X  XOO,1,2.0625
, O X XXOO,2,0.0
,  XX  O O,1,0.75
, OXXX O O,7,3.0
, X OX O  ,2,0.0
,O   OX X ,2,1.3125
,O O OX XX,3,2.25
,OXOOOX XX,6,23.0
, X O   XO,2,2.625
, OOX   X ,0,16.0
,OO   X  X,3,3.0
,OO OXX  X,2,4.0
,  O X X O,3,7.03125
,OOXX OX  ,7,3.75
,OOXX OXOX,4,10.0
,   O XO X,1,0.0
,  O X    ,7,7.1015625
, XOOXX O ,0,0.375
,   O X OX,0,1.03125
,OX O X OX,2,0.375
,OXOO XXOX,4,25.5
,    O XOX,1,88.0
,X  O     ,5,3.046875
,X  O OX  ,8,1.5
,XX O OX O,4,4.0
,  X  O   ,8,1.0546875
,X X  O  O,6,0.5625
, X X O  O,7,3.0
,     X  O,4,6.6796875
,    OX XO,1,1.03125
, OX OX XO,0,2.0
, X O  XO ,0,0.5625
,OX OX XO ,2,1.5
,XOX X OO ,5,0.75
,O   X    ,8,1.125
,O   X X O,7,0.0
,XO XO    ,6,7.40625
,XOXXO O  ,5,2.25
,XOXXOOOX ,8,9.5
,O X   OX ,3,8.0
, O O   XX,4,0.75
,   O  X  ,5,1.734375
,X   OO X ,8,1.3125
,X   OOXXO,1,3.75
,XOX OOXXO,3,15.0
, O  XXO  ,0,0.75
,OO  XXOX ,8,0.0
, X   O   ,3,1.875
, X O O X ,0,0.0
,OX O OXX ,2,0.0
,O OOXX X ,8,0.75
,O OOXXXXO,1,24.0
,O XX   O ,5,0.84375
,O XX O OX,1,0.75
, O X X  O,2,1.5
, OOX X XO,0,3.0
,X   O    ,1,5.53125
,XOX O    ,3,0.75
,XOXOOX   ,7,3.0
,OXOX     ,6,3.28125
,OXOX  OX ,4,5.0
,XXOX OO  ,4,5.0
,O XXO    ,8,6.0
, X      O,0,2.859375
,OX X    O,7,2.8125
,OX X  XOO,2,3.0
, XX O  O ,8,0.75
, XXXO  OO,6,1.0
, X  OX  O,3,0.84375
,XX OOX  O,7,0.375
,O  OX X  ,2,0.75
,O OOX XX ,8,1.5
, O X O  X,4,1.78125
, O XOOX X,7,9.0
, X  OXO  ,3,3.0
,XX OOXO  ,2,5.0
, O X XOXO,2,1.5
,O X X  O ,5,0.5625
,O       X,6,5.4375
,O  X  O X,4,0.5625
,O XXO O X,1,0.375
, X    O  ,8,4.21875
, XX   O O,5,0.5625
, XXX OO O,0,1.5
,OXXX OOXO,4,12.0
,   OX  XO,1,0.5625
,XO OX  XO,2,1.875
,OO X XOX ,4,0.75
,OOXXOXOX ,8,14.0
,   X  O  ,0,2.6015625
,O  X XOXO,2,0.75
, O    X  ,7,3.65625
, O X  XO ,4,2.0
,    OX OX,1,5.25
,O   X XO ,5,3.65625
,OX  XOXO ,8,0.75
, OO  X  X,3,1.5
, OOO XX X,0,3.0
,OXOX   OX,4,0.375
,  OO X X ,0,9.0
,O OO X XX,4,1.5
,O     X  ,3,5.5546875
,O XO  X  ,1,0.5625
,   O   X ,4,3.421875
,X  OO  X ,2,0.5625
,X OOO  XX,1,0.75
,XX  OOO X,7,0.0
, O  X OX ,8,1.125
, O  XXOXO,2,0.0
,X  XOO XO,2,3.0
, O X   OX,2,3.5625
,XOOX   OX,4,4.0
,XOX   O  ,7,0.0
,XOX   OOX,5,0.0
,X   O    ,8,2.6015625
,X   OX  O,7,4.125
,X  XOX OO,1,5.0
, XX   O O,4,0.0
, XX O OXO,5,0.0
,   XOX  O,6,2.8125
, X XOXO O,0,3.0
,       XO,0,15.4453125
,O X    XO,3,0.0
,O XOX  XO,5,0.0
,X X OOO X,7,0.75
,OO X  X  ,4,0.5625
,OOXXO X  ,5,7.5
, XO O  X ,5,9.375
,XXO OO X ,8,4.0
,   OXXO  ,7,0.5625
,  XOXXOO ,1,0.0
,O  X   XO,4,2.0
,  OX   XO,0,3.0
,OXOX   XO,6,1.5
,      X O,5,4.875
, X   OX O,4,0.75
, X  OOXXO,0,3.0
,O O  X  X,3,14.625
,O OOXX  X,6,4.0
,X       O,2,4.6171875
,X O X   O,7,2.0625
,XXO X  OO,3,3.75
,X  X OO  ,4,0.84375
,X  XOOO X,1,1.5
,XO   O X ,8,3.65625
,XO   OXXO,4,1.5
, OX O OXX,5,1.5
,OO   XX  ,4,1.3125
,OOX OXX  ,3,0.75
,OOXOOXXX ,8,13.0
,O  OXX   ,1,3.375
, X X OO  ,0,0.28125
,OX XXOO  ,8,0.0
, O  X    ,7,0.84375
, OX X  O ,5,2.8125
, OXXXO O ,6,3.375
, OXXXOOOX,0,5.5
,O   XXO  ,3,8.0
,X O    XO,6,3.09375
,XXO   OXO,4,5.0
, X      O,5,2.390625
, X  XO  O,2,2.0
, XO XO XO,3,0.0
,OX       ,2,2.25
,OXO X    ,7,5.34375
,  O XO  X,1,1.3125
,  XO XO  ,8,3.65625
, XXO XO O,4,0.75
,    O OXX,0,0.5625
,OX  O OXX,5,2.25
,OXX  O   ,6,1.6875
,OXX XOO  ,8,1.5
,   X    O,2,2.25
, XOX    O,7,3.375
,XXOX   OO,6,1.0
,   XX  OO,1,0.0
, O XX XOO,5,0.0
,OXO     X,3,2.25
,OXOO   XX,5,0.0
,  XX OOXO,4,1.125
,OOX    X ,4,1.3125
,OOXXO  X ,8,2.0
,  XO     ,5,4.1953125
,  XO O X ,4,1.0
, O XXOXO ,2,1.5
,    O   X,2,4.9921875
,  O O X X,0,5.4375
,O OXO X X,1,8.0
, X O   OX,0,0.28125
,OX OX  OX,2,1.125
,  X XO  O,6,7.03125
,X X XOO O,1,3.0
, XX O OXO,0,2.0
,     X O ,2,2.8125
,  O  XXO ,4,2.90625
,  O OXXOX,3,0.75
,  OXX  O ,6,1.03125
,  OXX OOX,1,0.0
,  X  O XO,6,0.5625
,  X XOOXO,1,0.375
,  O O XX ,0,231.375
,O OXO XX ,8,114.0
, X  OX O ,8,0.75
, X XOX OO,0,3.0
,X     XOO,3,0.28125
,X  O XXOO,1,1.5
,XO OXXXOO,2,10.0
,    O  X ,1,2.109375
, O  O XX ,8,6.09375
,XO  O XXO,2,0.375
,XXO O    ,5,8.0625
,XXO OO  X,3,2.0
,  X XO  O,3,0.28125
,  XOXO XO,6,1.875
,X XOXOOXO,1,9.0
,O     XXO,4,1.0
,   O X   ,0,1.125
,OX O X   ,2,0.75
,OXOO X  X,6,5.0
,XX OO    ,6,3.0
,    XOX O,1,4.3125
,     X  O,0,5.671875
,O X  XOXO,4,2.0
,OXO   X  ,7,35.15625
,O  O  XX ,1,0.5625
,OOXO  XX ,8,2.25
, O    X  ,0,4.359375
,OO  X X  ,8,0.75
,OO XX X O,2,9.0
,OXO  X   ,6,9.0
,OXO XXO  ,3,11.0
,OX       ,7,3.8671875
,OX    XO ,3,0.84375
,OXXO  XO ,5,0.75
,  XO XO  ,1,0.5625
,XOXO XO  ,8,1.5
,X O  XO  ,4,4.0
, O   X   ,3,2.4609375
,XO O X   ,6,0.5625
,XOOO XOXX,4,21.0
,XXOO  XO ,5,3.75
,XXOO OXOX,4,21.0
,  OX     ,1,11.953125
,O X      ,6,1.125
,O X  XO  ,4,0.75
,O X OXOX ,3,1.0
, O      X,4,5.1328125
,XO  O   X,5,0.75
,XO XOO  X,2,0.0
,XO   X O ,4,2.0
,  X XO O ,1,0.0
, OX XO OX,6,2.25
,   XO XO ,1,10.0
,X    XO O,2,0.84375
,X XO O   ,4,1.0
,O    X   ,3,1.6171875
,OX O X   ,4,0.28125
,OX OOXX  ,7,1.5
, X XOO   ,8,0.75
,XX XOO  O,7,0.0
, O   X   ,8,1.96875
, O   X XO,2,0.28125
, OO XX XO,3,1.5
,  O XX O ,6,0.75
, XO XXOO ,8,5.0
,X    O OX,2,1.125
,    O X  ,0,13.2421875
,O   O XX ,8,11.0
,  X  O   ,3,16.59375
,  XO O X ,6,2.53125
,X XO OOX ,4,3.0
,    OX XO,6,0.75
,   XOXOXO,0,2.0
,OXO X    ,8,3.1875
,OXO X X O,5,9.0
,       XO,6,3.796875
,  X   OXO,0,2.625
,O XX  OXO,1,1.5
,OOXX XOXO,4,12.0
,  O OX X ,1,11.15625
,XOO OX X ,6,9.0
, X  O O X,5,0.75
,XX  OOO X,3,1.0
,       OX,0,4.0078125
,OX     OX,5,1.40625
,OX X O OX,4,0.75
, OX      ,5,1.4765625
,XOX  O   ,6,2.25
,XOX XOO  ,7,0.75
,X O   XO ,8,5.90625
,X OO XXO ,1,4.125
,O OX XXO ,4,7.5
,OXOXOXXO ,8,25.0
,  XO  OX ,0,2.0
,       OX,1,5.34375
,XO     OX,5,0.5625
,XOX  O OX,3,0.75
,XO    O X,3,0.5625
,XO O  OXX,4,0.75
,   X    O,5,4.265625
,X  X O  O,1,0.5625
,XO XXO  O,6,4.5
, OX      ,6,2.4609375
, OX X O  ,0,0.28125
,OOXXX O  ,8,0.0
,  OXX  O ,5,0.5625
,  OXXO OX,1,0.0
, OO XX   ,7,2.4375
, OO XXXO ,3,4.875
, OOOXXXOX,0,13.0
,O     X  ,5,8.6484375
,O   XOX  ,7,1.40625
,O   XOXOX,2,3.375
,O OXXOXOX,1,26.0
,X  O  X O,4,1.3125
,XX OO X O,5,2.0
,  O  X OX,3,1.125
,  O X    ,5,15.1640625
,  O XOX  ,0,4.6875
,OXO XOX  ,8,21.0
,   O    X,0,9.4453125
,O  O X  X,1,0.0
,   O XOX ,8,0.75
,  XO XOXO,0,2.0
, OO X X  ,3,1.78125
,X O  X O ,4,1.5
,X OXOX O ,6,3.0
,   X  O  ,4,3.890625
,  XXO O  ,5,0.5625
,  XXOOOX ,8,2.625
, OXX    O,4,3.5625
, OXXO X O,0,4.0
, X X OOXO,4,1.5
,O X XO   ,1,4.21875
,OOX XO X ,6,4.5
,OOXXXOOX ,8,11.0
,OXO  XXO ,3,5.625
,O       X,1,3.5859375
,OO O X XX,2,3.0
,O X X OOX,3,6.0
,   XO OX ,8,0.84375
,X  XO OXO,1,0.375
,       XO,5,2.859375
,   X O XO,2,1.0
,OOXX  XO ,4,10.0
,  XO   XO,6,1.3125
, XXO  OXO,4,0.0
,  O OX X ,0,12.5625
,O O OX XX,1,14.0
,OXX   O  ,7,1.03125
,OXX   OOX,4,0.0
,X O  OX  ,3,5.0625
,XXOO OX  ,8,4.0
,  O O  XX,6,105.0
,  O     X,6,20.4375
,  O  XO X,3,0.75
, X  O    ,5,4.453125
,XOXO  X O,4,2.25
,XOXOOXX O,7,10.0
,OO XX XO ,2,5.0
,  OOXX   ,6,0.5625
,XO   OX  ,4,1.5
,XOX OOX  ,7,2.0
, O    X  ,2,2.0859375
,XOO   X  ,4,2.0625
,XOO OXX  ,7,3.0
,  O  XO X,7,2.625
,  OX XOOX,4,4.0
,  OX XO  ,8,0.75
,  X   O  ,7,3.609375
,  XX  OO ,1,4.875
, OXX  OOX,0,0.0
,  O    X ,3,53.15625
,  OO   XX,5,3.5625
, O   X OX,0,0.75
,OO   XXOX,4,2.0
,X OO X   ,1,1.125
,XOOOXX   ,6,0.375
, X OO X  ,0,0.75
,OXXOO X  ,8,1.0
, X OO   X,0,1.03125
,OX OOX  X,6,1.0
, OX    OX,4,6.75
,O     OXX,3,3.0
,X O O X  ,1,0.0
,XOO O X X,5,0.0
,X XO O   ,8,1.78125
,X XO O XO,4,5.0
,O XO  X  ,5,0.0
,O XO OXX ,1,0.0
,  O   XOX,1,12.0
, OO X XOX,0,13.0
, X  O    ,6,2.671875
,XX  O O  ,5,0.0
,XX XOOO  ,7,0.0
,OX   XO  ,8,0.75
,OX   XOXO,4,2.0
, X O  X O,5,0.75
, OX  OX  ,7,0.5625
,XOX  OXO ,8,0.0
,X   OX O ,8,0.75
, X  O    ,0,1.8046875
,OX  O X  ,8,1.0
,   XO    ,5,3.09375
,   XOOX  ,2,0.5625
,  OXOOX X,0,4.5
,X XOO    ,1,3.1875
,XOXOO   X,6,1.5
,XOXOO OXX,5,7.0
,O  OX   X,7,1.3125
,O XOX  OX,1,0.0
,   OX XO ,1,1.6875
,XXO     O,5,10.0
,O   XX  O,2,0.28125
,OXO XX  O,3,2.625
, OO   XX ,5,4.5
,   XO    ,7,3.09375
,  XXO  O ,0,0.5625
,O XXOX O ,6,0.75
,X O O  X ,8,8.71875
,X OXO  XO,5,4.0
, XOO   X ,5,4.5
, XOO O XX,4,9.0
,  OXX OOX,5,1.875
, OXX  O  ,4,0.84375
, OXXO OX ,8,0.375
, OO   XX ,8,9.9375
, OO X XXO,3,5.25
, OOOXXXXO,0,20.0
, XO      ,8,14.625
,  O  XO X,0,3.375
,OXO  XO X,7,4.5
,OXOX XOOX,4,15.0
,XO O  X  ,7,1.03125
,XOOOXXXO ,8,12.0
,       OX,6,2.109375
,   X  OOX,4,0.0
,  XXO OOX,0,0.0
,   OX    ,1,6.9609375
, O OXX   ,2,0.75
, OOOXX  X,0,1.0
, OXOX    ,5,1.125
, OXOXO X ,6,2.625
,XOXOXOOX ,8,7.5
, XO O XXO,5,10.0
, O X   XO,0,1.5
